PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1051	XIII	674943	675565	+	0	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-488	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
Interval_937	XII	728190	728725	+	0	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-454	YLR299C-A	YLR299C-A	YLR299C-A			YLR299C-A			protein_coding
Interval_1150	XIV	707620	708555	+	0	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	299	YNR046W	YNR046W	YNR046W			TRM112			protein_coding
Interval_692	VIII	553942	554141	+	0	NA	promoter-TSS (YHR216W)	protein_coding-promoter-TSS (YHR216W)	-355	YHR216W	YHR216W	YHR216W			IMD2			protein_coding
Interval_403	V	130887	131625	+	0	NA	promoter-TSS (YEL012W)	protein_coding-promoter-TSS (YEL012W)	-103	tQ(UUG)E2	tQ(UUG)E2	tQ(UUG)E2			tQ(UUG)E2			tRNA
Interval_457	V	490849	491562	+	0	NA	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-282	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
Interval_508	VII	67188	67598	+	0	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-205	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
Interval_1071	XIII	895447	895902	+	0	NA	promoter-TSS (YMR309C)	protein_coding-promoter-TSS (YMR309C)	-248	YMR309C	YMR309C	YMR309C			NIP1			protein_coding
Interval_940	XII	764296	764905	+	0	NA	promoter-TSS (YLR314C)	protein_coding-promoter-TSS (YLR314C)	-208	YLR315W	YLR315W	YLR315W			NKP2			protein_coding
Interval_973	XIII	13213	13412	+	0	NA	promoter-TSS (YML130C)	protein_coding-promoter-TSS (YML130C)	-138	YML130C	YML130C	YML130C			ERO1			protein_coding
Interval_1049	XIII	661634	662278	+	0	NA	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-688	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
Interval_1320	XVI	581449	582305	+	0	NA	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	-185	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
Interval_678	VIII	437100	437588	+	0	NA	promoter-TSS (YHR165C)	protein_coding-promoter-TSS (YHR165C)	-396	YHR165C	YHR165C	YHR165C			PRP8			protein_coding
Interval_191	IV	228946	229660	+	0	NA	promoter-TSS (YDL130W)	protein_coding-promoter-TSS (YDL130W)	132	YDL130W-A	YDL130W-A	YDL130W-A			STF1			protein_coding
Interval_1335	XVI	685138	685414	+	0	NA	promoter-TSS (YPR068C)	protein_coding-promoter-TSS (YPR068C)	161	YPR069C	YPR069C	YPR069C			SPE3			protein_coding
Interval_694	X	30672	31227	+	0	NA	Intergenic	Intergenic	-1214	YJL213W	YJL213W	YJL213W			YJL213W			protein_coding
Interval_748	X	466202	467503	+	0	NA	promoter-TSS (YJR016C)	protein_coding-promoter-TSS (YJR016C)	66	YJR018W	YJR018W	YJR018W			YJR018W			protein_coding
Interval_1167	XV	81696	82016	+	0	NA	TTS (YOL126C)	protein_coding-TTS (YOL126C)	1064	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
Interval_950	XII	830438	830850	+	0	NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-280	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
Interval_441	V	386749	387126	+	0	NA	promoter-TSS (YER112W)	protein_coding-promoter-TSS (YER112W)	-295	YER112W	YER112W	YER112W			LSM4			protein_coding
Interval_239	IV	645028	645325	+	0	NA	promoter-TSS (YDR098C)	protein_coding-promoter-TSS (YDR098C)	48	tQ(UUG)D2	tQ(UUG)D2	tQ(UUG)D2			tQ(UUG)D2			tRNA
Interval_599	VII	785395	786047	+	0	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-284	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
Interval_643	VIII	54465	56305	+	0	NA	exon (YHL025W, exon 1 of 1)	protein_coding-exon (YHL025W, exon 1 of 1)	534	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
Interval_1147	XIV	661925	662653	+	0	NA	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-624	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
Interval_671	VIII	368006	368473	+	0	NA	promoter-TSS (YHR131C)	protein_coding-promoter-TSS (YHR131C)	-347	YHR131C	YHR131C	YHR131C			YHR131C			protein_coding
Interval_379	IX	388422	389180	+	0	NA	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-3100	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
Interval_881	XII	198059	199850	+	0	NA	promoter-TSS (YLR027C)	protein_coding-promoter-TSS (YLR027C)	170	snR30	snR30	snR30			snR30			snoRNA
Interval_366	IX	310793	311159	+	0	NA	promoter-TSS (YIL022W)	protein_coding-promoter-TSS (YIL022W)	-189	YIL022W	YIL022W	YIL022W			TIM44			protein_coding
Interval_1008	XIII	279697	280269	+	0	NA	promoter-TSS (YMR006C)	protein_coding-promoter-TSS (YMR006C)	23	YMR007W	YMR007W	YMR007W			YMR007W			protein_coding
Interval_584	VII	676262	676616	+	0	NA	promoter-TSS (YGR095C)	protein_coding-promoter-TSS (YGR095C)	-97	YGR095C	YGR095C	YGR095C			RRP46			protein_coding
Interval_836	XI	428923	429341	+	0	NA	promoter-TSS (YKL007W)	protein_coding-promoter-TSS (YKL007W)	-170	YKL007W	YKL007W	YKL007W			CAP1			protein_coding
Interval_64	II	326626	326848	+	0	NA	promoter-TSS (YBR044C)	protein_coding-promoter-TSS (YBR044C)	128	tV(UAC)B	tV(UAC)B	tV(UAC)B			tV(UAC)B			tRNA
Interval_1282	XVI	174446	174875	+	0	NA	promoter-TSS (YPL196W)	protein_coding-promoter-TSS (YPL196W)	96	YPL197C	YPL197C	YPL197C			YPL197C			protein_coding
Interval_841	XI	490849	491184	+	0	NA	promoter-TSS (YKR027W)	protein_coding-promoter-TSS (YKR027W)	48	tR(ACG)K	tR(ACG)K	tR(ACG)K			tR(ACG)K			tRNA
Interval_154	III	238529	238817	+	0	NA	promoter-TSS (YCR069W)	protein_coding-promoter-TSS (YCR069W)	-382	YCR069W	YCR069W	YCR069W			CPR4			protein_coding
Interval_365	IX	299931	300240	+	0	NA	promoter-TSS (YIL030C)	protein_coding-promoter-TSS (YIL030C)	-76	YIL030C	YIL030C	YIL030C			SSM4			protein_coding
Interval_6	I	45283	45937	+	0	NA	promoter-TSS (YAL053W)	protein_coding-promoter-TSS (YAL053W)	-289	YAL053W	YAL053W	YAL053W			FLC2			protein_coding
Interval_1045	XIII	625674	626145	+	0	NA	promoter-TSS (YMR182C)	protein_coding-promoter-TSS (YMR182C)	98	YMR182W-A	YMR182W-A	YMR182W-A			YMR182W-A			protein_coding
Interval_85	II	444676	444998	+	0	NA	promoter-TSS (YBR101C)	protein_coding-promoter-TSS (YBR101C)	-144	YBR101C	YBR101C	YBR101C			FES1			protein_coding
Interval_1325	XVI	631409	631722	+	0	NA	promoter-TSS (YPR031W)	protein_coding-promoter-TSS (YPR031W)	50	YPR031W	YPR031W	YPR031W			NTO1			protein_coding
Interval_1192	XV	370952	371479	+	0	NA	promoter-TSS (YOR020C)	protein_coding-promoter-TSS (YOR020C)	-371	YOR020C	YOR020C	YOR020C			HSP10			protein_coding
Interval_303	IV	1319112	1319421	+	0	NA	promoter-TSS (YDR423C)	protein_coding-promoter-TSS (YDR423C)	9	YDR423C	YDR423C	YDR423C			CAD1			protein_coding
Interval_471	VI	27881	28170	+	0	NA	promoter-TSS (YFL052W)	protein_coding-promoter-TSS (YFL052W)	-207	YFL052W	YFL052W	YFL052W			YFL052W			protein_coding
Interval_583	VII	667822	668068	+	0	NA	promoter-TSS (YGR092W)	protein_coding-promoter-TSS (YGR092W)	-244	YGR092W	YGR092W	YGR092W			DBF2			protein_coding
Interval_964	XII	1012005	1012569	+	0	NA	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-214	YLR438W	YLR438W	YLR438W			CAR2			protein_coding
Interval_755	X	538485	538799	+	0	NA	promoter-TSS (YJR055W)	protein_coding-promoter-TSS (YJR055W)	87	tR(CCU)J	tR(CCU)J	tR(CCU)J			HSX1			tRNA
Interval_876	XII	124961	125360	+	0	NA	promoter-TSS (YLL012W)	protein_coding-promoter-TSS (YLL012W)	-374	YLL012W	YLL012W	YLL012W			YEH1			protein_coding
Interval_427	V	292773	293000	+	0	NA	promoter-TSS (YER066C-A)	protein_coding-promoter-TSS (YER066C-A)	-164	YER068W	YER068W	YER068W			MOT2			protein_coding
Interval_487	VI	157760	158078	+	0	NA	promoter-TSS (tF(GAA)F)	tRNA-promoter-TSS (tF(GAA)F)	88	tF(GAA)F	tF(GAA)F	tF(GAA)F			tF(GAA)F			tRNA
Interval_982	XIII	69734	70379	+	0	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	32	YML101C	YML101C	YML101C			CUE4			protein_coding
Interval_855	XI	589648	590222	+	0	NA	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-460	YKR080W	YKR080W	YKR080W			MTD1			protein_coding
Interval_638	VIII	10728	11131	+	0	NA	promoter-TSS (YHL047C)	protein_coding-promoter-TSS (YHL047C)	-716	YHL047C	YHL047C	YHL047C			ARN2			protein_coding
Interval_442	V	396303	396734	+	0	NA	promoter-TSS (YER116C)	protein_coding-promoter-TSS (YER116C)	-251	YER117W	YER117W	YER117W			RPL23B			protein_coding
Interval_913	XII	522035	522675	+	0	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	249	YLR184W	YLR184W	YLR184W			YLR184W			protein_coding
Interval_323	IV	1496688	1496946	+	0	NA	promoter-TSS (YDR529C)	protein_coding-promoter-TSS (YDR529C)	-269	YDR529C	YDR529C	YDR529C			QCR7			protein_coding
Interval_74	II	375862	376259	+	0	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-370	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
Interval_686	VIII	517272	518065	+	0	NA	exon (YHR208W, exon 1 of 1)	protein_coding-exon (YHR208W, exon 1 of 1)	136	YHR208W	YHR208W	YHR208W			BAT1			protein_coding
Interval_1055	XIII	751319	751600	+	0	NA	promoter-TSS (YMR240C)	protein_coding-promoter-TSS (YMR240C)	-219	YMR240C	YMR240C	YMR240C			CUS1			protein_coding
Interval_1114	XIV	340178	340572	+	0	NA	promoter-TSS (YNL157W)	protein_coding-promoter-TSS (YNL157W)	23	YNL157W	YNL157W	YNL157W			IGO1			protein_coding
Interval_31	II	36133	36825	+	0	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	81	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
Interval_706	X	115682	116601	+	0	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-131	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
Interval_1123	XIV	440748	441259	+	0	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-84	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
Interval_185	IV	211111	211365	+	0	NA	promoter-TSS (YDL140C)	protein_coding-promoter-TSS (YDL140C)	-677	YDL140C	YDL140C	YDL140C			RPO21			protein_coding
Interval_57	II	255778	256429	+	0	NA	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-228	YBR010W	YBR010W	YBR010W			HHT1			protein_coding
Interval_1060	XIII	797898	798374	+	0	NA	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-211	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
Interval_831	XI	379380	379779	+	0	NA	promoter-TSS (tV(AAC)K2)	tRNA-promoter-TSS (tV(AAC)K2)	-101	tV(AAC)K2	tV(AAC)K2	tV(AAC)K2			tV(AAC)K2			tRNA
Interval_430	V	303281	303866	+	0	NA	promoter-TSS (YER073W)	protein_coding-promoter-TSS (YER073W)	-457	YER073W	YER073W	YER073W			ALD5			protein_coding
Interval_44	II	164139	165558	+	0	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-76	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
Interval_936	XII	722533	723745	+	0	NA	promoter-TSS (YLR295C)	protein_coding-promoter-TSS (YLR295C)	161	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
Interval_290	IV	1194997	1195386	+	0	NA	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-307	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
Interval_1043	XIII	608325	608524	+	0	NA	promoter-TSS (YMR172C-A)	protein_coding-promoter-TSS (YMR172C-A)	-213	YMR172C-A	YMR172C-A	YMR172C-A			YMR172C-A			protein_coding
Interval_14	I	108673	109022	+	0	NA	promoter-TSS (YAL023C)	protein_coding-promoter-TSS (YAL023C)	-296	YAL023C	YAL023C	YAL023C			PMT2			protein_coding
Interval_164	IV	22476	22675	+	0	NA	promoter-TSS (YDL240C-A)	protein_coding-promoter-TSS (YDL240C-A)	33	YDL240C-A	YDL240C-A	YDL240C-A			YDL240C-A			protein_coding
Interval_598	VII	779726	779925	+	0	NA	promoter-TSS (YGR144W)	protein_coding-promoter-TSS (YGR144W)	209	tG(UCC)G	tG(UCC)G	tG(UCC)G			SUF4			tRNA
Interval_510	VII	81173	81405	+	0	NA	promoter-TSS (YGL222C)	protein_coding-promoter-TSS (YGL222C)	-103	YGL222C	YGL222C	YGL222C			EDC1			protein_coding
Interval_108	II	662378	662810	+	0	NA	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-345	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
Interval_137	III	125050	125447	+	0	NA	TTS (YCR007C)	protein_coding-TTS (YCR007C)	1482	YCR007C	YCR007C	YCR007C			YCR007C			protein_coding
Interval_1348	XVI	770668	771106	+	0	NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-766	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
Interval_757	X	555626	555827	+	0	NA	promoter-TSS (YJR062C)	protein_coding-promoter-TSS (YJR062C)	-188	YJR064W	YJR064W	YJR064W			CCT5			protein_coding
Interval_96	II	564842	565520	+	0	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-50	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
Interval_1314	XVI	517285	517504	+	0	NA	promoter-TSS (YPL018W)	protein_coding-promoter-TSS (YPL018W)	-257	YPL018W	YPL018W	YPL018W			CTF19			protein_coding
Interval_969	XII	1052016	1052215	+	0	NA	promoter-TSS (tI(AAU)L2)	tRNA-promoter-TSS (tI(AAU)L2)	29	tI(AAU)L2	tI(AAU)L2	tI(AAU)L2			tI(AAU)L2			tRNA
Interval_1036	XIII	500744	501099	+	0	NA	promoter-TSS (YMR116C)	protein_coding-promoter-TSS (YMR116C)	-233	YMR116C	YMR116C	YMR116C			ASC1			protein_coding
Interval_1004	XIII	245877	246076	+	0	NA	promoter-TSS (YML012C-A)	protein_coding-promoter-TSS (YML012C-A)	-62	YML012C-A	YML012C-A	YML012C-A			YML012C-A			protein_coding
Interval_614	VII	912975	913541	+	0	NA	promoter-TSS (YGR209C)	protein_coding-promoter-TSS (YGR209C)	-31	YGR209C	YGR209C	YGR209C			TRX2			protein_coding
Interval_1217	XV	631879	632158	+	0	NA	promoter-TSS (YOR157C)	protein_coding-promoter-TSS (YOR157C)	-146	YOR158W	YOR158W	YOR158W			PET123			protein_coding
Interval_1050	XIII	667136	667450	+	0	NA	promoter-TSS (YMR201C)	protein_coding-promoter-TSS (YMR201C)	163	RNA170	RNA170	RNA170			RNA170			ncRNA
Interval_1255	XV	1039449	1039710	+	0	NA	promoter-TSS (YOR374W)	protein_coding-promoter-TSS (YOR374W)	-261	YOR374W	YOR374W	YOR374W			ALD4			protein_coding
Interval_8	I	58134	58790	+	0	NA	promoter-TSS (YAL044C)	protein_coding-promoter-TSS (YAL044C)	0	YAL044C	YAL044C	YAL044C			GCV3			protein_coding
Interval_885	XII	253007	253786	+	0	NA	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-316	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
Interval_300	IV	1288990	1289294	+	0	NA	promoter-TSS (YDR408C)	protein_coding-promoter-TSS (YDR408C)	-264	YDR409W	YDR409W	YDR409W			SIZ1			protein_coding
Interval_1053	XIII	732131	732384	+	0	NA	promoter-TSS (YMR230W)	protein_coding-promoter-TSS (YMR230W)	-157	YMR230W	YMR230W	YMR230W			RPS10B			protein_coding
Interval_737	X	378390	378651	+	0	NA	promoter-TSS (YJL036W)	protein_coding-promoter-TSS (YJL036W)	160	tV(AAC)J	tV(AAC)J	tV(AAC)J			tV(AAC)J			tRNA
Interval_802	XI	146844	147163	+	0	NA	promoter-TSS (YKL162C-A)	protein_coding-promoter-TSS (YKL162C-A)	-929	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
Interval_663	VIII	267095	267446	+	0	NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-268	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
Interval_635	VII	1083726	1084551	+	0	NA	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-726	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
Interval_636	VIII	1	346	+	0	NA	promoter-TSS (YHL050W-A)	protein_coding-promoter-TSS (YHL050W-A)	-638	YHL050W-A	YHL050W-A	YHL050W-A			YHL050W-A			protein_coding
Interval_1220	XV	663575	663774	+	0	NA	TTS (YOR176W)	protein_coding-TTS (YOR176W)	211	tV(AAC)O	tV(AAC)O	tV(AAC)O			tV(AAC)O			tRNA
Interval_1326	XVI	641209	641893	+	0	NA	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-657	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
Interval_949	XII	826696	828680	+	0	NA	exon (YLR348C, exon 1 of 1)	protein_coding-exon (YLR348C, exon 1 of 1)	167	YLR349W	YLR349W	YLR349W			YLR349W			protein_coding
Interval_1081	XIV	44290	44568	+	0	NA	promoter-TSS (YNL314W)	protein_coding-promoter-TSS (YNL314W)	-18	YNL314W	YNL314W	YNL314W			DAL82			protein_coding
Interval_883	XII	232244	234906	+	0	NA	exon (YLR044C, exon 1 of 1)	protein_coding-exon (YLR044C, exon 1 of 1)	506	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
Interval_1267	XVI	74566	75630	+	0	NA	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-379	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
Interval_1274	XVI	108267	108627	+	0	NA	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-205	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
Interval_61	II	300887	301667	+	0	NA	promoter-TSS (YBR032W)	protein_coding-promoter-TSS (YBR032W)	-242	YBR032W	YBR032W	YBR032W			YBR032W			protein_coding
Interval_710	X	139585	140272	+	0	NA	promoter-TSS (YJL148W)	protein_coding-promoter-TSS (YJL148W)	22	snR190	snR190	snR190			snR190			snoRNA
Interval_734	X	355399	355788	+	0	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	137	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
Interval_1070	XIII	888322	888651	+	0	NA	promoter-TSS (YMR307C-A)	protein_coding-promoter-TSS (YMR307C-A)	-561	YMR307C-A	YMR307C-A	YMR307C-A			YMR307C-A			protein_coding
Interval_433	V	321891	322224	+	0	NA	promoter-TSS (SRG1)	ncRNA-promoter-TSS (SRG1)	-155	SRG1	SRG1	SRG1			SRG1			ncRNA
Interval_592	VII	753959	754357	+	0	NA	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-314	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
Interval_101	II	604157	604412	+	0	NA	promoter-TSS (YBR188C)	protein_coding-promoter-TSS (YBR188C)	-177	YBR188C	YBR188C	YBR188C			NTC20			protein_coding
Interval_778	X	717957	718168	+	0	NA	TTS (YJR151W-A)	protein_coding-TTS (YJR151W-A)	482	YJR151W-A	YJR151W-A	YJR151W-A			YJR151W-A			protein_coding
Interval_1146	XIV	651909	653563	+	0	NA	promoter-TSS (YNR015W)	protein_coding-promoter-TSS (YNR015W)	271	YNR014W	YNR014W	YNR014W			YNR014W			protein_coding
Interval_1357	XVI	855729	857288	+	0	NA	promoter-TSS (YPR158C-C)	protein_coding-promoter-TSS (YPR158C-C)	-251	YPR158C-D	YPR158C-D	YPR158C-D			YPR158C-D			protein_coding
Interval_626	VII	1011245	1011444	+	0	NA	promoter-TSS (YGR258C)	protein_coding-promoter-TSS (YGR258C)	-578	YGR258C	YGR258C	YGR258C			RAD2			protein_coding
Interval_968	XII	1043526	1043832	+	0	NA	promoter-TSS (YLR453C)	protein_coding-promoter-TSS (YLR453C)	-319	YLR454W	YLR454W	YLR454W			FMP27			protein_coding
Interval_555	VII	443308	443559	+	0	NA	promoter-TSS (YGL028C)	protein_coding-promoter-TSS (YGL028C)	-524	YGL028C	YGL028C	YGL028C			SCW11			protein_coding
Interval_105	II	628489	628853	+	0	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-497	YBR203W	YBR203W	YBR203W			COS111			protein_coding
Interval_151	III	224928	225469	+	0	NA	promoter-TSS (YCR059C)	protein_coding-promoter-TSS (YCR059C)	-365	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
Interval_1215	XV	606277	606548	+	0	NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-195	YOR147W	YOR147W	YOR147W			MDM32			protein_coding
Interval_150	III	223281	223789	+	0	NA	promoter-TSS (YCR057C)	protein_coding-promoter-TSS (YCR057C)	-307	YCR057C	YCR057C	YCR057C			PWP2			protein_coding
Interval_156	III	246650	246964	+	0	NA	promoter-TSS (YCR073C)	protein_coding-promoter-TSS (YCR073C)	-156	YCR073W-A	YCR073W-A	YCR073W-A			SOL2			protein_coding
Interval_869	XII	53911	54151	+	0	NA	promoter-TSS (YLL041C)	protein_coding-promoter-TSS (YLL041C)	-100	YLL041C	YLL041C	YLL041C			SDH2			protein_coding
Interval_1340	XVI	719316	719521	+	0	NA	promoter-TSS (YPR091C)	protein_coding-promoter-TSS (YPR091C)	-176	snR41	snR41	snR41			snR41			snoRNA
Interval_1225	XV	689386	689591	+	0	NA	promoter-TSS (YOR189W)	protein_coding-promoter-TSS (YOR189W)	-136	YOR189W	YOR189W	YOR189W			IES4			protein_coding
Interval_1172	XV	117582	118159	+	0	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	-130	YOL103W-B	YOL103W-B	YOL103W-B			YOL103W-B			protein_coding
Interval_124	III	30477	31304	+	0	NA	promoter-TSS (YCL054W)	protein_coding-promoter-TSS (YCL054W)	-559	YCL054W	YCL054W	YCL054W			SPB1			protein_coding
Interval_1338	XVI	699931	700436	+	0	NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-411	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
Interval_895	XII	369726	371355	+	0	NA	promoter-TSS (YLR110C)	protein_coding-promoter-TSS (YLR110C)	149	YLR111W	YLR111W	YLR111W			YLR111W			protein_coding
Interval_769	X	640438	640644	+	0	NA	promoter-TSS (YJR116W)	protein_coding-promoter-TSS (YJR116W)	-284	YJR116W	YJR116W	YJR116W			TDA4			protein_coding
Interval_787	XI	67765	68870	+	0	NA	promoter-TSS (YKL201C)	protein_coding-promoter-TSS (YKL201C)	-851	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
Interval_532	VII	289407	289606	+	0	NA	promoter-TSS (YGL116W)	protein_coding-promoter-TSS (YGL116W)	-303	YGL116W	YGL116W	YGL116W			CDC20			protein_coding
Interval_485	VI	129823	130023	+	0	NA	promoter-TSS (YFL005W)	protein_coding-promoter-TSS (YFL005W)	-411	YFL005W	YFL005W	YFL005W			SEC4			protein_coding
Interval_278	IV	1059106	1059356	+	0	NA	promoter-TSS (YDR298C)	protein_coding-promoter-TSS (YDR298C)	-396	YDR299W	YDR299W	YDR299W			BFR2			protein_coding
Interval_1017	XIII	340959	341268	+	0	NA	promoter-TSS (YMR034C)	protein_coding-promoter-TSS (YMR034C)	-29	YMR035W	YMR035W	YMR035W			IMP2			protein_coding
Interval_134	III	107149	107349	+	0	NA	promoter-TSS (YCL005W)	protein_coding-promoter-TSS (YCL005W)	117	YCL007C	YCL007C	YCL007C			YCL007C			protein_coding
Interval_520	VII	159335	159608	+	0	NA	promoter-TSS (YGL180W)	protein_coding-promoter-TSS (YGL180W)	-594	YGL180W	YGL180W	YGL180W			ATG1			protein_coding
Interval_1212	XV	579796	580064	+	0	NA	promoter-TSS (YOR136W)	protein_coding-promoter-TSS (YOR136W)	-320	YOR136W	YOR136W	YOR136W			IDH2			protein_coding
Interval_1317	XVI	565020	565219	+	0	NA	promoter-TSS (YPR004C)	protein_coding-promoter-TSS (YPR004C)	-78	YPR004C	YPR004C	YPR004C			AIM45			protein_coding
Interval_563	VII	541717	541938	+	0	NA	promoter-TSS (YGR028W)	protein_coding-promoter-TSS (YGR028W)	-23	tE(UUC)G3	tE(UUC)G3	tE(UUC)G3			tE(UUC)G3			tRNA
Interval_496	VI	221553	221929	+	0	NA	promoter-TSS (RUF23)	ncRNA-promoter-TSS (RUF23)	27	RUF23	RUF23	RUF23			RUF23			ncRNA
Interval_1346	XVI	752063	752340	+	0	NA	promoter-TSS (YPR112C)	protein_coding-promoter-TSS (YPR112C)	-56	YPR113W	YPR113W	YPR113W			PIS1			protein_coding
Interval_265	IV	955222	955473	+	0	NA	promoter-TSS (YDR247W)	protein_coding-promoter-TSS (YDR247W)	214	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
Interval_689	VIII	531514	531760	+	0	NA	Intergenic	Intergenic	6245	YHR211W	YHR211W	YHR211W			FLO5			protein_coding
Interval_446	V	422060	423519	+	0	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-343	YER130C	YER130C	YER130C			COM2			protein_coding
Interval_1029	XIII	453431	453865	+	0	NA	promoter-TSS (YMR092C)	protein_coding-promoter-TSS (YMR092C)	-169	YMR092C	YMR092C	YMR092C			AIP1			protein_coding
Interval_274	IV	1030230	1030574	+	0	NA	promoter-TSS (YDR283C)	protein_coding-promoter-TSS (YDR283C)	-353	YDR283C	YDR283C	YDR283C			GCN2			protein_coding
Interval_248	IV	746368	746585	+	0	NA	promoter-TSS (YDR144C)	protein_coding-promoter-TSS (YDR144C)	-262	YDR145W	YDR145W	YDR145W			TAF12			protein_coding
Interval_130	III	68449	68821	+	0	NA	promoter-TSS (YCL030C)	protein_coding-promoter-TSS (YCL030C)	-302	YCL030C	YCL030C	YCL030C			HIS4			protein_coding
